0,6,66,40,0,
0,5,65,39,0,
0,4,64,38,0,
0,3,63,37,0,
0,2,62,36,0,
0,1,61,37,0,
10,4,60,38,0,
10,3,59,39,0,
10,2,58,40,0,
10,1,57,41,0,
20,4,56,42,0,
20,3,55,43,0,
20,2,54,44,0,
20,1,53,45,0,
30,4,52,46,0,
30,3,51,47,0,
30,2,50,48,0,
30,1,49,49,0,
40,4,48,50,0,
40,3,47,51,0,
40,2,46,52,0,
40,1,45,53,0,
50,4,44,54,0,
50,3,43,55,0,
50,2,42,56,0,
50,1,41,57,0,
60,4,40,58,0,
60,3,39,59,0,
60,2,38,60,0,
60,1,37,61,0,
70,4,36,62,0,
70,3,35,63,0,
70,2,34,64,0,
70,1,33,65,0,
80,4,32,66,0,
80,3,33,67,0,
80,2,34,68,0,
80,1,35,69,0,
90,4,36,70,0,
90,3,37,71,0,
90,2,38,72,0,
90,1,39,73,0,
100,4,40,74,0,
100,3,39,75,0,
100,2,38,76,0,
100,1,37,77,0,
110,4,36,78,0,
110,3,35,79,0,
110,2,34,80,0,
110,1,33,81,0,
120,4,32,82,0,
120,3,31,83,0,
120,2,30,84,0,
120,1,29,85,0,
130,4,28,86,0,
130,3,27,85,0,
130,2,26,84,0,
130,1,25,83,0,
140,4,24,82,0,
140,3,23,81,0,
140,2,22,80,0,
140,1,21,79,0,
150,4,20,78,0,
150,3,21,77,0,
150,2,22,76,0,
150,1,23,75,0,
160,4,24,74,0,
160,3,25,73,0,
160,2,26,72,0,
160,1,27,71,0,
170,4,28,70,0,
170,3,29,69,0,
170,2,30,68,0,
170,1,31,67,0,
180,4,32,66,0,
180,3,33,65,0,
180,2,34,64,0,
180,1,35,63,0,
190,4,36,62,0,
190,3,37,61,0,
190,2,38,60,0,
190,1,39,59,0,
200,4,40,58,0,
200,3,41,57,0,
200,2,42,56,0,
200,1,43,55,0,
210,4,44,54,0,
210,3,45,53,0,
210,2,46,52,0,
210,1,47,51,0,
220,4,48,50,0,
220,3,49,49,0,
220,2,50,48,0,
220,1,51,47,0,
230,4,52,46,0,
230,3,53,45,0,
230,2,54,44,0,
230,1,55,43,0,
240,12,56,42,0,
240,13,57,41,0,
240,14,58,52,0,
240,13,57,50,0,
240,12,56,48,0,
240,11,55,46,0,
240,10,54,44,0,
240,9,53,42,0,
240,8,52,40,0,
240,7,51,38,0,
240,6,50,36,0,
240,5,49,34,0,
240,4,48,32,0,
240,3,49,30,0,
240,2,50,28,0,
240,1,51,26,0,
250,4,52,24,0,
250,3,53,22,0,
250,2,54,20,0,
250,1,55,18,0,
260,4,56,16,0,
260,3,57,16,0,
260,2,58,16,0,
260,1,59,16,0,
270,4,60,16,0,
270,3,59,18,0,
270,2,58,20,0,
270,1,57,22,0,
280,4,56,24,0,
280,3,55,26,0,
280,2,54,28,0,
280,1,53,28,0,
290,4,52,28,0,
290,3,51,28,0,
290,2,50,28,0,
290,1,49,28,0,
300,4,48,28,0,
300,3,47,28,0,
300,2,46,28,0,
300,1,45,28,0,
310,4,44,28,0,
310,3,43,26,0,
310,2,42,24,0,
310,1,41,22,0,
320,4,40,20,0,
320,3,39,18,0,
320,2,38,16,0,
320,1,37,14,0,
330,4,36,12,0,
330,3,35,12,0,
330,2,34,12,0,
330,1,33,12,0,
340,4,32,12,0,
340,3,31,12,0,
340,2,30,12,0,
340,1,29,12,0,
350,4,28,12,0,
350,3,27,12,0,
350,2,26,12,0,
350,1,25,12,0,
360,4,24,12,0,
360,3,25,12,0,
360,2,26,12,0,
360,1,27,12,0,
370,4,28,12,0,
370,3,29,12,0,
370,2,30,12,0,
370,1,31,12,0,
380,12,32,12,0,
380,13,33,12,0,
380,14,34,12,0,
380,15,35,12,0,
380,16,36,12,0,
380,17,37,12,0,
380,18,38,12,0,
380,19,39,12,0,
380,20,40,12,0,
380,21,41,12,0,
380,22,42,12,0,
380,23,43,12,0,
380,24,44,12,0,
380,25,45,12,0,
380,26,46,12,0,
380,25,47,12,0,
380,24,48,12,0,
380,23,49,12,0,
380,22,50,12,0,
380,21,51,12,0,
380,20,52,12,0,
380,19,53,12,0,
380,18,54,12,0,
380,17,55,12,0,
380,16,56,12,0,
380,15,57,12,0,
380,14,58,12,0,
380,13,59,12,0,
380,12,60,12,0,
380,13,59,12,0,
380,14,58,12,0,
380,13,57,12,0,
380,12,56,12,0,
380,13,55,12,0,
380,14,54,12,0,
380,13,53,12,0,
380,12,52,12,0,
380,13,51,12,0,
380,14,50,12,0,
380,13,49,12,0,
380,12,48,12,0,
380,13,47,12,0,
380,14,46,12,0,
380,13,45,12,0,
380,12,44,12,0,
380,13,43,12,0,
380,14,42,12,0,
380,13,41,12,0,
380,12,40,12,0,
380,13,39,12,0,
380,14,38,12,0,
380,15,37,12,0,
380,16,36,12,0,
380,15,35,12,0,
380,14,34,12,0,
380,13,33,12,0,
380,12,32,12,0,
380,11,33,12,0,
380,10,34,12,0,
380,9,35,12,0,
380,8,36,12,0,
380,7,37,12,0,
380,6,38,12,0,
380,5,39,12,0,
380,4,40,12,0,
380,5,39,12,0,
380,6,38,12,0,
380,7,37,12,0,
380,8,36,12,0,
380,9,35,12,0,
380,10,34,12,0,
380,9,33,12,0,
380,8,32,12,0,
380,7,31,12,0,
380,6,30,12,0,
380,5,29,10,0,
380,4,28,8,0,
380,3,27,8,0,
380,2,26,8,0,
380,1,25,8,0,
390,4,24,8,0,
390,3,23,8,0,
390,2,22,8,0,
390,1,21,8,0,
400,4,20,8,0,
400,3,19,8,0,
400,2,18,8,0,
400,1,17,8,0,
410,4,16,8,0,
410,3,15,8,0,
410,2,14,8,0,
410,1,13,8,0,
420,4,12,8,0,
420,3,11,8,0,
420,2,10,8,0,
420,1,9,8,0,
430,4,8,8,0,
430,3,7,8,0,
430,2,6,8,0,
430,1,5,8,0,
440,8,4,8,0,
440,7,3,8,0,
440,6,2,8,0,
440,5,1,8,0,
490,4,100,10,199,
490,3,99,12,198,
490,2,98,13,197,
490,1,97,15,196,
500,4,96,16,195,
500,3,95,18,194,
500,2,94,19,193,
500,1,93,21,192,
510,4,92,22,191,
510,3,91,24,190,
510,2,90,25,189,
510,1,89,27,188,
520,4,88,28,187,
520,3,87,30,186,
520,2,86,31,185,
520,1,85,33,184,
530,4,84,34,183,
530,3,85,34,182,
530,2,86,33,181,
530,1,87,33,180,
540,20,88,32,179,
540,19,89,32,178,
540,18,90,31,177,
540,17,91,31,176,
540,16,92,30,175,
540,17,93,30,174,
540,18,94,29,173,
540,19,95,29,172,
540,20,96,28,171,
540,21,97,28,170,
540,22,98,27,169,
540,23,99,27,168,
540,24,100,26,167,
540,25,99,26,166,
540,26,98,25,165,
540,27,97,25,164,
540,28,96,24,163,
540,29,95,24,162,
540,30,94,23,161,
540,31,93,23,160,
540,32,92,22,159,
540,33,91,20,158,
540,34,90,19,157,
540,33,89,17,156,
540,32,88,16,155,
540,31,87,16,154,
540,30,86,15,153,
540,29,85,15,152,
540,28,84,14,151,
540,27,83,16,150,
540,26,82,17,149,
540,25,81,17,148,
540,24,80,16,147,
540,23,81,16,146,
540,22,82,15,145,
540,21,83,15,144,
540,20,84,14,143,
540,19,85,12,142,
540,18,86,13,141,
540,17,87,13,140,
540,16,88,12,139,
540,15,87,12,138,
540,14,86,11,137,
540,13,85,11,136,
540,12,84,10,135,
540,11,83,10,134,
540,10,82,9,133,
540,9,81,9,132,
540,8,80,8,131,
540,7,79,8,130,
540,6,78,7,129,
540,5,77,7,128,
540,4,76,6,127,
540,5,75,6,126,
540,6,74,5,125,
540,7,73,5,124,
540,8,72,4,123,
540,9,71,4,122,
540,10,70,3,121,
540,11,69,3,120,
740,12,68,6,119,
740,13,69,6,118,
740,14,70,5,117,
740,15,71,5,116,
740,16,72,4,115,
740,15,71,4,114,
740,14,70,3,113,
740,13,69,3,112,
1140,12,68,18,111,
1140,13,67,18,110,
1140,14,66,17,109,
1140,13,65,17,108,
1140,12,64,16,107,
1140,13,63,16,106,
1140,14,62,15,105,
1140,13,61,15,104,
1140,12,60,14,103,
1140,13,61,14,102,
1140,14,62,13,101,
1140,13,63,13,100,
1140,12,64,12,99,
1140,13,65,12,98,
1140,14,66,11,97,
1140,13,67,11,96,
1140,12,68,10,95,
1140,13,69,10,94,
1140,14,70,9,93,
