0,6,66,2147483647,0,-1,
0,5,65,2147483647,0,-1,
0,4,64,2147483647,0,-1,
0,3,63,2147483647,0,-1,
0,2,62,2147483647,0,-1,
0,1,61,2147483647,0,-1,
10,4,60,2147483647,0,-1,
10,3,61,2147483647,0,-1,
10,2,62,2147483647,0,-1,
10,1,63,2147483647,0,-1,
20,4,64,2147483647,0,-1,
20,3,65,2147483647,0,-1,
20,2,66,2147483647,0,-1,
20,1,67,2147483647,0,-1,
30,4,68,2147483647,0,-1,
30,3,67,2147483647,0,-1,
30,2,66,2147483647,0,-1,
30,1,65,2147483647,0,-1,
40,4,64,2147483647,0,-1,
40,3,63,2147483647,0,-1,
40,2,62,2147483647,0,-1,
40,1,61,2147483647,0,-1,
50,4,60,2147483647,0,-1,
50,3,59,2147483647,0,-1,
50,2,58,2147483647,0,-1,
50,1,57,2147483647,0,-1,
60,4,56,2147483647,0,-1,
60,3,55,2147483647,0,-1,
60,2,54,2147483647,0,-1,
60,1,53,2147483647,0,-1,
70,4,52,2147483647,0,-1,
70,3,51,2147483647,0,-1,
70,2,50,2147483647,0,-1,
70,1,49,2147483647,0,-1,
80,4,48,2147483647,0,-1,
80,3,47,2147483647,0,-1,
80,2,46,2147483647,0,-1,
80,1,45,2147483647,0,-1,
90,4,44,2147483647,0,-1,
90,3,43,2147483647,0,-1,
90,2,42,136,0,-1,
90,1,41,136,0,-1,
100,4,40,136,0,-1,
100,3,39,134,0,-1,
100,2,38,132,0,-1,
100,1,37,130,0,-1,
110,4,36,128,0,-1,
110,3,35,126,0,-1,
110,2,34,124,0,-1,
110,1,33,122,0,-1,
120,4,32,120,0,-1,
120,3,31,118,0,-1,
120,2,30,116,0,-1,
120,1,29,114,0,-1,
130,4,28,112,0,-1,
130,3,29,110,0,-1,
130,2,30,108,0,-1,
130,1,31,106,0,-1,
140,4,32,104,0,-1,
140,3,33,102,0,-1,
140,2,34,100,0,-1,
140,1,35,98,0,-1,
150,4,36,96,0,-1,
150,3,37,94,0,-1,
150,2,38,92,0,-1,
150,1,39,90,0,-1,
160,4,40,88,0,-1,
160,3,41,86,0,-1,
160,2,42,84,0,-1,
160,1,43,82,0,-1,
170,4,44,80,0,-1,
170,3,43,78,0,-1,
170,2,42,76,0,-1,
170,1,41,74,0,-1,
180,4,40,72,0,-1,
180,3,39,70,0,-1,
180,2,38,68,0,-1,
180,1,37,66,0,-1,
190,4,36,64,0,-1,
190,3,37,62,0,-1,
190,2,38,60,0,-1,
190,1,39,58,0,-1,
200,4,40,56,0,-1,
200,3,41,54,0,-1,
200,2,42,52,0,-1,
200,1,43,50,0,-1,
210,4,44,48,0,-1,
210,3,45,46,0,-1,
210,2,46,44,0,-1,
210,1,47,42,0,-1,
220,4,48,40,0,-1,
220,3,49,40,0,-1,
220,2,50,40,0,-1,
220,1,51,40,0,-1,
230,4,52,40,0,-1,
230,3,53,40,0,-1,
230,2,54,40,0,-1,
230,1,55,40,0,-1,
240,12,56,40,0,-1,
240,13,57,40,0,-1,
240,14,58,40,0,1,
240,13,59,40,0,1,
240,12,60,40,0,1,
240,11,61,40,0,1,
240,10,62,40,0,1,
240,9,63,40,0,1,
240,8,64,40,0,1,
240,7,65,40,0,1,
240,6,66,40,0,1,
240,5,65,40,0,1,
240,4,64,40,0,1,
240,3,63,40,0,1,
240,2,62,40,0,1,
240,1,61,40,0,1,
250,4,60,40,0,1,
250,3,61,40,0,1,
250,2,62,40,0,1,
250,1,63,40,0,1,
260,4,64,40,0,1,
260,3,65,42,0,1,
260,2,66,44,0,1,
260,1,67,46,0,1,
270,4,68,48,0,1,
270,3,67,50,0,1,
270,2,66,52,0,1,
270,1,65,54,0,1,
280,4,64,56,0,1,
280,3,63,58,0,1,
280,2,62,60,0,1,
280,1,61,60,0,1,
290,4,60,60,0,1,
290,3,59,60,0,1,
290,2,58,60,0,1,
290,1,57,60,0,1,
300,4,56,60,0,1,
300,3,55,60,0,1,
300,2,54,60,0,1,
300,1,53,60,0,1,
310,4,52,60,0,1,
310,3,51,60,0,1,
310,2,50,60,0,1,
310,1,49,60,0,1,
320,4,48,60,0,1,
320,3,47,60,0,1,
320,2,46,60,0,1,
320,1,45,60,0,1,
330,4,44,60,0,1,
330,3,43,60,0,1,
330,2,42,60,0,1,
330,1,41,60,0,1,
340,4,40,60,0,1,
340,3,41,60,0,1,
340,2,42,60,0,1,
340,1,43,60,0,1,
350,4,44,60,0,1,
350,3,45,60,0,1,
350,2,46,60,0,1,
350,1,47,60,0,1,
360,4,48,60,0,1,
360,3,49,60,0,1,
360,2,50,60,0,1,
360,1,51,60,0,1,
370,4,52,60,0,1,
370,3,53,60,0,1,
370,2,54,60,0,1,
370,1,55,58,0,1,
380,4,56,56,0,1,
380,3,57,54,0,1,
380,2,58,52,0,1,
380,1,57,50,0,1,
390,4,56,48,0,1,
390,3,55,46,0,1,
390,2,54,44,0,1,
390,1,53,42,0,1,
400,4,52,40,0,1,
400,3,51,38,0,1,
400,2,50,36,0,1,
400,1,49,34,0,1,
410,4,48,32,0,-1,
410,5,49,32,0,-1,
410,6,50,32,0,-1,
410,7,51,32,0,-1,
410,8,52,32,0,-1,
410,9,53,32,0,-1,
410,10,54,32,0,-1,
410,11,55,32,0,-1,
410,12,56,32,0,-1,
410,13,57,32,0,-1,
410,14,58,32,0,-1,
410,15,57,32,0,-1,
410,16,56,32,0,-1,
410,17,55,32,0,-1,
410,18,54,32,0,1,
410,17,53,30,0,1,
410,16,52,28,0,1,
410,15,51,26,0,1,
410,14,50,24,0,1,
410,13,49,22,0,1,
410,12,48,20,0,1,
410,11,47,18,0,1,
410,10,46,16,0,1,
410,9,45,14,0,1,
410,8,44,12,0,1,
410,7,43,10,0,1,
410,6,42,8,0,1,
410,5,41,6,0,1,
410,4,40,4,0,-1,
410,5,41,4,0,-1,
410,6,42,4,0,-1,
410,7,43,4,0,-1,
410,8,44,4,0,-1,
410,9,45,4,0,-1,
410,10,46,4,0,-1,
410,11,47,4,0,-1,
410,12,48,4,0,-1,
410,13,49,4,0,-1,
410,14,50,4,0,-1,
410,15,51,4,0,-1,
410,16,52,4,0,-1,
410,17,53,4,0,-1,
410,18,54,4,0,-1,
410,19,55,4,0,-1,
410,20,56,4,0,-1,
410,21,57,4,0,-1,
410,22,58,4,0,-1,
410,21,59,4,0,-1,
410,20,60,4,0,1,
410,10,66,2147483647,0,-1,
410,11,65,2147483647,0,-1,
410,12,64,2147483647,0,-1,
410,13,63,2147483647,0,-1,
410,14,62,2147483647,0,-1,
410,15,61,2147483647,0,-1,
410,16,60,2147483647,0,-1,
410,15,59,2147483647,0,-1,
410,14,58,2147483647,0,-1,
410,13,57,2147483647,0,-1,
410,12,56,2147483647,0,-1,
410,11,55,2147483647,0,-1,
410,10,54,2147483647,0,-1,
410,9,53,2147483647,0,-1,
410,8,52,2147483647,0,-1,
410,7,51,2147483647,0,-1,
410,6,50,2147483647,0,-1,
410,5,49,2147483647,0,-1,
410,4,48,2147483647,0,-1,
410,5,47,2147483647,0,-1,
410,6,46,2147483647,0,-1,
410,7,45,2147483647,0,-1,
410,8,44,2147483647,0,-1,
410,9,43,2147483647,0,-1,
410,10,42,2147483647,0,-1,
410,9,41,2147483647,0,-1,
410,8,40,2147483647,0,-1,
410,7,39,2147483647,0,-1,
410,6,38,2147483647,0,-1,
410,5,37,2147483647,0,-1,
410,4,36,2147483647,0,-1,
410,5,37,2147483647,0,-1,
410,6,38,2147483647,0,-1,
410,7,39,2147483647,0,-1,
410,8,40,2147483647,0,-1,
410,9,41,2147483647,0,-1,
410,10,42,2147483647,0,-1,
410,11,43,2147483647,0,-1,
410,12,44,2147483647,0,-1,
410,13,43,111,0,-1,
410,14,42,111,0,-1,
410,15,41,111,0,-1,
410,16,40,111,0,-1,
410,15,39,111,0,-1,
410,14,38,111,0,-1,
410,13,37,111,0,-1,
410,12,36,111,0,-1,
410,11,35,111,0,-1,
410,10,34,111,0,-1,
410,9,33,111,0,-1,
410,8,32,111,0,-1,
410,7,31,111,0,-1,
410,6,30,111,0,-1,
410,5,29,111,0,-1,
410,4,28,111,0,-1,
410,5,29,111,0,-1,
410,6,30,111,0,-1,
410,7,31,111,0,-1,
410,8,32,111,0,-1,
410,9,33,111,0,-1,
410,10,34,111,0,-1,
410,9,35,111,0,-1,
410,8,36,111,0,-1,
410,7,37,111,0,-1,
410,6,38,111,0,-1,
410,5,39,111,0,-1,
410,4,40,111,0,-1,
410,3,41,111,0,-1,
410,2,42,111,0,-1,
410,1,43,111,0,-1,
420,20,44,111,0,-1,
420,21,45,111,0,-1,
420,22,46,111,0,-1,
420,21,45,109,0,-1,
420,20,44,107,0,-1,
420,19,43,105,0,-1,
420,18,42,103,0,-1,
420,17,41,101,0,-1,
420,16,40,99,0,-1,
420,15,39,97,0,-1,
420,14,38,95,0,-1,
420,13,37,93,0,-1,
420,12,36,91,0,-1,
420,11,35,89,0,-1,
420,10,34,87,0,-1,
420,9,33,85,0,-1,
420,8,32,83,0,-1,
420,7,31,81,0,-1,
420,6,30,79,0,-1,
420,5,29,77,0,-1,
420,4,28,75,0,-1,
420,3,27,75,0,-1,
420,2,26,75,0,-1,
420,1,25,75,0,-1,
430,4,24,75,0,-1,
430,3,23,75,0,-1,
430,2,22,75,0,-1,
430,1,21,75,0,-1,
440,4,20,75,0,1,
440,3,19,75,0,1,
440,2,18,75,0,1,
440,1,17,75,0,1,
450,4,16,75,0,1,
450,3,15,75,0,1,
450,2,14,75,0,1,
450,1,13,75,0,1,
460,4,12,75,0,1,
460,3,11,75,0,1,
460,2,10,75,0,1,
460,1,9,75,0,1,
470,4,8,75,0,1,
470,3,7,73,0,1,
470,2,6,71,0,1,
470,1,5,69,0,1,
480,8,4,67,0,1,
480,7,3,65,0,1,
480,6,2,63,0,1,
480,5,1,61,0,1,
530,4,116,61,199,1,
530,3,115,61,198,1,
530,2,114,60,197,1,
530,1,113,60,196,1,
540,4,112,59,195,1,
540,3,111,59,194,1,
540,2,110,58,193,1,
540,1,109,58,192,1,
550,4,108,57,191,1,
550,3,107,57,190,1,
550,2,106,56,189,1,
550,1,105,56,188,1,
560,4,104,55,187,1,
560,3,103,55,186,1,
560,2,102,54,185,1,
560,1,101,54,184,1,
570,4,100,53,183,1,
570,3,99,53,182,1,
570,2,98,52,181,1,
570,1,97,52,180,1,
580,4,96,51,179,1,
580,3,95,51,178,1,
580,2,94,50,177,1,
580,1,93,50,176,1,
590,4,92,49,175,1,
590,3,93,49,174,1,
590,2,94,48,173,1,
590,1,95,48,172,1,
600,4,96,47,171,1,
600,3,97,47,170,1,
600,2,98,46,169,1,
600,1,99,46,168,1,
610,12,100,45,167,-1,
610,13,99,45,166,-1,
610,14,98,44,165,-1,
610,15,97,44,164,-1,
610,16,96,43,163,1,
610,15,95,43,162,1,
610,14,94,42,161,1,
610,13,93,42,160,1,
610,12,92,41,159,1,
610,11,91,41,158,1,
610,10,90,40,157,1,
610,9,89,40,156,1,
610,8,88,39,155,1,
610,7,87,39,154,1,
610,6,86,38,153,1,
610,5,85,38,152,1,
610,4,84,37,151,1,
610,3,85,37,150,1,
610,2,86,36,149,1,
610,1,87,36,148,1,
620,4,88,35,147,1,
620,3,89,35,146,1,
620,2,90,34,145,1,
620,1,91,34,144,1,
630,4,92,33,143,1,
630,3,93,33,142,1,
630,2,94,32,141,1,
630,1,95,32,140,1,
640,4,96,31,139,1,
640,3,97,33,138,1,
640,2,98,34,137,1,
640,1,99,36,136,1,
650,4,100,37,135,1,
650,3,99,39,134,1,
650,2,98,40,133,1,
650,1,97,42,132,1,
660,4,96,43,131,1,
660,3,95,45,130,1,
660,2,94,46,129,1,
660,1,93,48,128,1,
670,4,92,49,127,1,
670,3,91,51,126,1,
670,2,90,52,125,1,
670,1,89,54,124,1,
680,4,88,55,123,1,
680,3,87,57,122,1,
680,2,86,58,121,1,
680,1,85,60,120,1,
690,4,84,59,119,1,
690,3,83,57,118,1,
690,2,82,56,117,1,
690,1,81,54,116,1,
700,4,80,53,115,1,
700,3,81,53,114,1,
700,2,82,54,113,1,
700,1,83,54,112,1,
710,4,84,55,111,1,
710,3,85,55,110,1,
710,2,86,56,109,1,
710,1,87,56,108,1,
720,12,88,57,107,1,
720,11,87,55,106,1,
720,10,86,54,105,1,
720,9,85,54,104,1,
720,8,84,53,103,1,
720,7,83,53,102,1,
720,6,82,52,101,1,
720,5,81,52,100,1,
720,4,80,51,99,1,
720,3,79,51,98,1,
720,2,78,50,97,1,
720,1,77,50,96,1,
730,4,76,49,95,1,
730,3,75,49,94,1,
730,2,74,48,93,1,
730,1,73,48,92,1,
740,4,72,47,91,1,
740,3,71,47,90,1,
740,2,70,46,89,1,
740,1,69,46,88,1,
750,4,68,45,87,1,
750,3,67,47,86,1,
750,2,66,48,85,1,
750,1,65,46,84,1,
760,4,64,45,83,1,
760,3,63,43,82,1,
760,2,62,42,81,1,
760,1,61,42,80,1,
770,4,60,41,79,1,
770,3,59,41,78,1,
770,2,58,40,77,1,
770,1,57,40,76,1,
780,4,56,39,75,1,
780,3,55,39,74,1,
780,2,54,38,73,1,
780,1,53,38,72,1,
790,4,52,37,71,1,
790,3,51,37,70,1,
790,2,50,36,69,1,
790,1,49,36,68,1,
800,4,48,35,67,1,
800,3,47,35,66,1,
800,2,46,34,65,1,
800,1,45,34,64,1,
810,4,44,33,63,1,
810,3,43,35,62,1,
810,2,42,36,61,1,
810,1,41,38,60,1,
820,4,40,39,59,1,
820,3,39,41,58,1,
820,2,38,42,57,1,
820,1,37,44,56,1,
830,4,36,45,55,1,
830,3,35,47,54,1,
830,2,34,48,53,1,
830,1,33,50,52,1,
840,4,32,51,51,1,
840,3,31,51,50,1,
840,2,30,52,49,1,
840,1,29,52,48,1,
850,4,28,53,47,1,
850,3,27,51,46,1,
850,2,26,50,45,1,
850,1,25,50,44,1,
860,4,24,49,43,1,
860,3,23,49,42,1,
860,2,22,48,41,1,
860,1,21,48,40,1,
870,4,20,47,39,1,
870,3,19,47,38,1,
870,2,18,46,37,1,
870,1,17,46,36,1,
880,4,16,45,35,1,
880,3,17,45,34,1,
880,2,18,44,33,1,
880,1,19,44,32,1,
890,4,20,43,31,1,
890,3,21,43,30,1,
890,2,22,42,29,1,
890,1,23,42,28,1,
900,4,24,41,27,1,
900,3,25,41,26,1,
900,2,26,40,25,1,
900,1,27,38,24,1,
910,4,28,37,23,1,
910,3,29,35,22,1,
910,2,30,34,21,1,
910,1,31,32,20,1,
920,4,32,31,19,1,
920,3,33,29,18,1,
